,내용,날짜,별점,재구매,한달사용기,종류
17175,한달사용기기다란칫솔은 별로에야,21.03.30.,4,0,한달사용기,종류: 08-어금니 일반모(뾰족형) / 선택: 실속 패키지 6개
17176,"칫솔도 너무 좋고 치실도 튼튼 치간칫솔도 튼튼합니다
교정끝날때까지 잘 부탁드려요~!",21.03.02.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17177,"칫솔도 너무 좋고 치실도 튼튼 치간칫솔도 튼튼합니다
교정끝날때까지 잘 부탁드려요~!",21.03.02.,5,0,0,종류: A1.치간칫솔I형 50p / 선택: 2S(보편적인)
17178,저렴한 가격에 잘 쓰겠습니다,21.03.29.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17179,저렴한 가격에 잘 쓰겠습니다,21.03.29.,5,0,0,종류: 08-어금니 일반모(돔형) / 선택: 실속 패키지 6개
17180,아직사용전이지만 잘 쓸것같아요,21.03.07.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17181,매번 시켜요 ㅎ 미세모 시킨다는게 일반모 시켰네요ㅜ,21.03.02.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17182,빠른 배송. 저렴한 가격이 마음에 들어요.,21.03.02.,5,0,0,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17183,"잇몸에 부담이 덜갈것같아요
잘 써보고 좋으면 또 구매할게요",21.03.03.,5,0,0,종류: 00-초미세모(매우 부드러움) 12개 / 선택: 실속 패키지
17184,"저렴하게 사서 잘 쓰고 있습니다
교정 칫솔은 저는 비슷한거 같습니다",21.03.22.,4,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17185,만족합니다만족합니다,21.03.09.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17186,배송 및 늘 애용하는 제품에 만족합니다,21.03.06.,5,0,0,종류: 02-슬림 미세모(부드러움) 12개 / 선택: 실속 패키지
17187,좋아요 대왕칫솔은 정말크네요,21.03.04.,4,0,0,종류: 04-고급 슬림 미세모(부드러움)12개 / 선택: 실속 패키지
17188,재구매항상 꾸준히 쓰고잇는거예요,21.03.08.,5,재구매,0,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17189,일반모 슬림모 반반이어서 좋네요 교정하는 딸 주려고 구매했어요,21.03.03.,5,0,0,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17190,"한번했는데 모가 빠져나오고 금방 벌어져요
편하게 양치를 할수 있는게 좋긴 하지만 오래쓸수 없을것같아요",21.02.21.,3,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17191,"아직 안써봤지만 포장 깔끔하게 와서 좋았어요,,",21.03.06.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17192,싸고좋아요 감사해요,21.04.01.,5,0,0,종류: 00-초미세모(매우 부드러움) 12개 / 선택: 실속 패키지
17193,한달사용기가족 다 같이 사용 중입니다 가족 모두 좋아합니다 재구매 의사 있습니다 ^^,21.03.03.,5,0,한달사용기,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17194,양이 많아서 한참 쓰겠어요,21.03.08.,5,0,0,종류: A2.치간칫솔L형 50p / 선택: 4S
17195,양이 많아서 한참 쓰겠어요,21.03.08.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17196,교정용 칫솔인데 저렴해서 좋아요,21.03.07.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17197,"재구매항상 쓰는거라 넘 좋아요
사서 동생도 주고 혼자쓰긴 상품이 너무 좋습니다",21.03.01.,5,재구매,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17198,재구매굿 ㅋㅋㅋ 아주좋아요재구매함,21.03.05.,5,재구매,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17199,부드럽고 쓰기 좋네요~~다 쓰고 나면  재구매해서 써도   되겠어요^^,21.03.20.,5,0,0,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17200,지석도 잘 제거되고 입안이 개운해서 좋아요,21.03.25.,5,0,0,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17201,한달사용기칫솔로는 최고로 좋은것 같아요,21.03.27.,5,0,한달사용기,종류: 유아 3단계 이중미세모 12개 / 선택: 실속 패키지 색상혼합
17202,아직 안 사용해보지는 못했는데 좋아보여요~,21.02.19.,5,0,0,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17203,한달사용기좋아요 많이 파세요,21.03.30.,4,0,한달사용기,종류: 04-고급 슬림 미세모(부드러움)12개 / 선택: 개별 박스포장
17204,실용성 있고 좋아용 교정 끝날때까지는 계속 시킬듯!,21.03.24.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17205,치아교정중 좋아요~,21.03.31.,4,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17206,"재구매가격도 좋구, 사용감도 좋아요",21.02.24.,5,재구매,0,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17207,저렴하고 빠은 배송 고마워요. 마음에 들어요.,21.03.02.,5,0,0,종류: A1.치간칫솔I형 50p / 선택: 2S(보편적인)
17208,수량이 넉넉해서 오래 쓰겠네요,21.03.07.,5,0,0,종류: A2.치간칫솔L형 50p / 선택: 3S(입문자추천)
17209,한달사용기좋습니다! 예전에도 사서 썻었는데 좋아서 다시 2통 샀는데 좋아요 ㅎ 확실히 일반 마트에 파는 칫솔이랑은 느낌이 틀립니다!,21.02.18.,5,0,한달사용기,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17210,"교정용 일반모 슬림모반반 구매했는데 
좋아요 담에 재구매 할때 일반모만 써도 될것같아요 시원하게 잘 닦여요 강추합니다",21.02.19.,5,0,0,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17211,배송 빠르고 좋아요..,21.03.11.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17212,재구매빠르게 배송 되었습니다.,21.03.09.,5,재구매,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17213,만족하고 사용중입니다~~,21.03.30.,4,0,0,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17214,재구매치아교정 중 꼭 필요한 제품입니다,21.03.06.,5,재구매,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17215,칫솔모나 제품 사용에 만족합니다,21.03.06.,5,0,0,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17216,한달사용기교정 칫솔이 따로 있는지 딸이 교정하고 알게 되었습니다. 넉넉히 있어서 좋아요,21.03.01.,5,0,한달사용기,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17217,받자마자 사용해봤는데  넘 조으네요,21.03.26.,5,0,0,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17218,가성비가 너무 좋은거 같아요~,21.03.07.,5,0,0,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17219,"배송은 보통이고요 늦진 않았어요
교정칫솔헤드랑 손잡이랑 전체적으로 
먼저 사용하던거랑 거의 비슷해요 
슬림모랑 일반모 둘 다 구매했어요
둘 다 써보고 맞는걸로 결정하려구요
잘 쓰겠습니다 
많이 파세요",21.02.05.,4,0,0,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17220,가격대비 가성비가 좋아요,21.03.07.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17221,한달사용기좋은상품이에요 추천,21.03.29.,5,0,한달사용기,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17222,"치아교정칫솔을 찾던중 리류가 좋아 구매했어요~
적당히 부드러운 미세모에 개별캡이 있어서 좋네요",21.02.20.,3,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17223,재구매치아교정 중입니다. 반드시 필요한 제품...,21.03.06.,5,재구매,0,종류: 08-어금니 일반모(뾰족형) / 선택: 실속 패키지 12개
17224,잘 사용 하겠습니다,21.03.29.,4,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17225,"교정중인 아들위해 샀어요. 다른 상품보다 싼데 품질도 좋네요. 다만, 칫솔마다 커버가 있는데, 꼭 필요한건지 모르겠어요.",21.02.18.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17226,가성비좋아요 ㅋㅋㅎ,21.03.12.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17227,저렴하고 좋네요~~~,21.04.01.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17228,항상쓰는거예요 교정하고있어서 사용해요,21.03.04.,5,0,0,종류: 09-어금니 슬림모 / 선택: 실속 패키지 6개
17229,만족한다.잘 쓰겠습니다,21.03.03.,5,0,0,종류: 01-일반 강한모(치석 제거용) 12개 / 선택: 실속 패키지
17230,"한달사용기아주개운하게 잘사용
하고있어요",21.03.06.,5,0,한달사용기,종류: 00-대왕 칫솔 실속 패키지 12개 / 선택: 이중슬림 블랙 숯모(탄력적인)
17231,"치과에서 준것보다. 좀더 넓게 깊게 패였네요.
아이둘이 같이 교정시작해서 휴대도 하려고 샀어요.
잘쓰겠습니다.",21.03.10.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17232,아주 강하네요. 튼튼하고 시원해서 좋아요,21.03.02.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17233,"한달사용기튼튼하고 싸게샀어요

어금니용은 처음써봤는데  괜찮네요",21.02.26.,5,0,한달사용기,종류: 08-어금니 일반모(뾰족형) / 선택: 실속 패키지 6개
17234,한달사용기좋아요 추천해요 매번 구매하는제품이예요,21.03.20.,5,0,한달사용기,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17235,사용전이지만 잘쓸께요,21.03.07.,5,0,0,종류: 08-어금니 일반모(돔형) / 선택: 실속 패키지 6개
17236,사용전인데 좋을꺼 같은 기대감이..,21.03.26.,5,0,0,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17237,한달사용기좋아요 만족합니다 ㅋ,21.03.09.,5,0,한달사용기,종류: 08-어금니 일반모(뾰족형) / 선택: 실속 패키지 6개
17238,치과에서 비싸게 팔던데,21.03.07.,5,0,0,종류: 08-어금니 일반모(돔형) / 선택: 실속 패키지 6개
17239,한달사용기좋아요 만족합니다 ㅋ,21.03.09.,5,0,한달사용기,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17240,품질도 괘찮고 가성비좋네요,21.03.06.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17241,"한달사용기양치 잘됩니다
깨끗하게 닦여요",21.03.06.,5,0,한달사용기,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17242,매번 주문하는 제품. 색깔이 다양하게 와서 더 좋네요.,21.03.23.,5,0,0,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17243,아직 사용전이지만 포장도 양호하고 추천받아 구매해서 기대가 큽니다!,21.03.19.,5,0,0,종류: 유아 3단계 이중미세모 12개 / 선택: 실속 패키지 색상혼합
17244,"하이클린 쓰다 비슷해서 한번 주문 해 봤어요.
걍 식구들 나눠쓰는 용으로 좋아요.",21.02.22.,3,0,0,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17245,한달사용기배송빠르고좋아요 다음에또이용할께요,21.03.20.,4,0,한달사용기,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17246,한달사용기배송빠르고좋아요 다음에또이용할께요,21.03.20.,4,0,한달사용기,종류: 01-일반 강한모(치석 제거용) 12개 / 선택: 실속 패키지
17247,아주 좋아요 매일 진료하던 치과에서 샀는데 너무 비싸서 이거로 사봤는데 가성비가 좋아요!,21.02.21.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17248,배송도  빠르고  좋네요.,21.03.28.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17249,써봐야 알겠지만 배송은 좋았어요 한번 써보고 재구매 할게용,21.02.24.,3,0,0,종류: (반반)교정v 일반모6개+교정v 슬림모6개 / 선택: 실속 패키지
17250,개별 포장이 조금 더 비싸서 고민했는데 주문하길 잘했네요 좋슴다 굿굿,21.03.15.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 개별 박스포장
17251,사용전이지만  케이스랑 색상이 이뻐요,21.03.24.,5,0,0,종류: 00-초미세모(매우 부드러움) 12개 / 선택: 실속 패키지
17252,배송빠르고 저렴해서 좋아요 굿굿,21.03.27.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17253,칫솔 저렴하고 좋아요,21.03.07.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17254,감사합니다~~~~~,21.03.13.,5,0,0,종류: 00-초미세모(매우 부드러움) 12개 / 선택: 실속 패키지
17255,배송 빠르고 칫솔모가 원하던정도의 강도여서 좋아요,21.03.01.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17256,한달사용기가성비 짱인가같아여,21.03.07.,5,0,한달사용기,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17257,치과에서 주는거랑 똑같아서 바로 구매했습니다~,21.03.02.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17258,한달사용기좋아요 추천합니다!,21.03.29.,5,0,한달사용기,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17259,"배송도 빠르고 사은품도 챙겨주셨는데 케이스박스가 깨져서 왔네요
수량이 많아서 보관하기 그런데
그래서 별하나 제외했어요",21.02.16.,4,0,0,종류: 08-어금니 일반모(뾰족형) / 선택: 실속 패키지 12개
17260,써보고 좋아서 뭉탱이로 샀어요,21.03.04.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17261,"가격대비 너무 좋습니다
미세모라 잇몸에 무리없어 좋아요",21.03.20.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17262,한달사용기재구매좋아요~~ 잘 쓰고 있어요^^,21.03.06.,5,재구매,한달사용기,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17263,한달사용기재구매가격과 양 다 좋아요,21.03.07.,5,재구매,한달사용기,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17264,"재구매했어요
교정끝날때까지구매할거여요
조카교정중이라앞으로더많이구매할것같아요",21.03.13.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17265,한달사용기일반 교정모랑 비슷합니다 좋아요 ~,21.03.04.,4,0,한달사용기,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17266,배송도 빠르고 좋아요,21.03.06.,5,0,0,종류: 06-교정 v컷 일반모(강한모) 12개 / 선택: 실속 패키지
17267,"빠르네요~~^^
칫 솔좋아요~",21.03.27.,5,0,0,종류: 01-일반 강한모(치석 제거용) 12개 / 선택: 실속 패키지
17268,항상쓰던거예요교정 끝나는그날까지ㅜㅜ,21.03.04.,5,0,0,종류: 12-두줄모(와타나베) 일반모 / 선택: 실속 패키지 6개
17269,엄마 사드렸닌데 좋아하세요,21.03.05.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17270,적당히 단단하면서 부드러워서 자극은 적고 잘 닦입니다!!,21.03.21.,5,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17271,어금니 칫솔은 처음인데 좋네요,21.03.04.,5,0,0,종류: 08-어금니 일반모(돔형) / 선택: 실속 패키지 6개
17272,늘쓰던제품싸게구매했네요,21.03.25.,4,0,0,종류: 03-이중 슬림 미세모(탄력적인) 12개 / 선택: 실속 패키지
17273,"아이들이 교정시작해서 여분의 칫솔이 필요하여 구입하게 됐는데 사용중인 칫솔과 같아서 만족합니다
끝까지 사용해보고 만족도가 나쁘지 않으면 또 구입할께요",21.02.18.,4,0,0,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
17274,후기도 꼼꼼히 보고 검색해서 젤 위에 뜨는걸로 구매했어요 당연 대량구매각,21.03.12.,5,0,0,0
17275,"한달사용기양치 잘됩니다
구석구석 잘 닦여요",21.03.06.,5,0,한달사용기,종류: 07-교정 v컷 슬림 미세모 12개 / 선택: 실속 패키지
