,본문,날짜,리트윗,하트
5264,"7llin’ in our Youth 제노 옷 정보

브랜드: ITZAVIBE (잇자바이브)
제품명: 서클 글리터 로고 조거 - 라이트그레이
가격: 78,000원

공홈 : https://m.itzavibeofficial.co.kr/product/ipt007-2-%EC%84%9C%ED%81%B4-%EA%B8%80%EB%A6%AC%ED%84%B0-%EB%A1%9C%EA%B3%A0-%EC%A1%B0%EA%B1%B0-%EB%9D%BC%EC%9D%B4%ED%8A%B8%EA%B7%B8%EB%A0%88%EC%9D%B4/99/category/48/display/1/…

무신사 : https://musinsaapp.page.link/3AkFBMBk3WqctbX38…

#제노 #JENO #NCT #NCTDREAM #NCTU #7llin_in_our_Youth #NCTDREAM_GlitchMode #GlitchMode",,,
5265,"천지의 이것저것 지성 옷 정보

브랜드: KNITTED (니티드)
제품명: 벌키 브러쉬 아가일 가디건 SEED
가격: 99,000원 (할인가 69,300원)

공홈 : http://m.knitted.co.kr/product/detail.html?product_no=3129&cate_no=50&display_group=1…

무신사 : https://musinsaapp.page.link/wkUwf9nFTqfbwxGCA…

#지성 #JISUNG #NCT #NCTDREAM #NCTU #천지의이것저것 #NCTDREAM_GlitchMode",14-Mar,157,448
5266,"천지의 이것저것 천러 옷 정보

브랜드: FALLETT (팔렛)
제품명: 체커보드 모헤어 니트 핑크
가격: 109,000원 (할인가 87,200원)

공홈 : https://m.fallett.co.kr/product/detail.html?product_no=509&cate_no=49&display_group=1…

무신사 : https://musinsaapp.page.link/jR8nJBqfrjkumPCG6…

#천러 #CHENLE #NCT #NCTDREAM #NCTU #천지의이것저것 #NCTDREAM_GlitchMode #GlitchMode",14-Mar,119,294
5267,지성이 가디건 100% 몰표여서 당장샀서요  공홈12만얼마고 무신사 8만원임,14-Mar,,1
5268,"220314 태일 인스타 옷 정보

브랜드: ROMANTIC CROWN (로맨틱크라운)
제품명: RMTCRW 클럽 버튼 후드_네이비
가격: 98,000원 (무신사 할인가 88,200원)

공홈 : https://m.romanticcrown.com/product/rmtcrw-club-button-hoodienavy/4564/category/34/display/1/…

무신사 : https://musinsaapp.page.link/7EME1e9ZLE9mHXBeA…

#태일 #TAEIL #NCT #NCT127 #NCTU",14-Mar,120,360
5269,"4. 27% 할인에 행복해합니다
저는 무신사 레벨이 3등급이라 1,400원정도 추가할인을 받았어요!",14-Mar,,
5270,"낫노잉(NOTKNOWING) Halter Neck Party Top_White - 68,000 | 무신사 스토어",14-Mar,,
5271,1. 무신사 앱 들어가자마자 10번째 메인배너를 찾아줍니다,14-Mar,,
5272,"Replying to 
@Sahye__",14-Mar,,
5273,무신사 스탠다드 이 새기들 남자걸로 나온 옷들은 3xl까지도 만들더니 그래서 스커트도 혹시 크게 나와서 내가 살만한 거 있을까~하는 생각에 살펴보니까 여성용 기성복 쪽은 sml에 xs이 끝이네 최소한 xl까진 만들어놓고 xs를 만들든가 시발들아.,14-Mar,,1
5274,"Replying to 
@slowblue_ram",14-Mar,,
5275,"무신사 봄 아우터 쿠폰주네 ..
ㅋㅋ
거지쭈고",14-Mar,,
5276,"무신사 후드 드레스퍼퓸 비니 댈구 대리구매 구매대행
musinsa online website proxy purchase buying assistance",14-Mar,,1
5277,"Replying to 
@slowblue_ram",14-Mar,,
5278,,14-Mar,,
5279,"집와이파이 연결한채로 일부 서비스에 접근이 안되는데 왜 이럴까요...?
대표적으로 네이버 공웹, 요기요, 무신사 등등이 있음
네이버웹툰 카톡 트위터 유튜브 같은 건 잘 됨",14-Mar,1,
5280,"웹젠, 캐릭터 브랜드 ‘웹젠 프렌즈’ 무신사 스토어 정식 입점",14-Mar,,
5281,"220314 재환이 자켓

플랙(PLAC) 자켓 051T 딥 블루 - 179,100 | 무신사 스토어 https://store.musinsa.com/app/goods/2297065?_gf=A…",14-Mar,45,66
5282,무신사 배송 걍 뒤졋으면,14-Mar,,2
5283,하 진짜 개좋음 .. 원작 고죠는 입는 옷이 주로 저런 스타일일 것 같음 선생된 어른인 지금도 걍 까만 바막에 안에 티 하나 셔츠 하나 (근데 이제 캐비싼..) 받쳐 입고 다니는 것처럼 대체로 무채색에 심플무난편한캐주얼 복장 자주 사입을고같애 ㅋㅋㅋ 명품인데 무신사템 같은 거 골라서 ㅋㅋㅋ,14-Mar,,
5284,음 오후엔 티팅하구 무신사쇼핑좀하구 짱승안께 편지!,14-Mar,,1
5285,치사해 무신사현대카드없다고,14-Mar,,
5286,"Replying to 
@jieun9648",14-Mar,,
5287,내가 요즘 무신사를 깔아서 옷 파는 거 보니까 길에 젊은 사람들 다 무신사 앱에서 튀어나온 것처럼 입고다니더라고 옛날에는 지하상가 가면 파는 보세옷들인데 그게 무신사로 들어가는 순간 브랜드 밸류가 더 생기는 효과가 있더만,14-Mar,,
5288,"무신사스타일 입고 핫플가서 인증샷 오만장 찍을것 같은 절므니들이 간호해주고 있다 엄청 미안하고 고맙고 
얘는 예민해서 요구사항도 많고",14-Mar,,1
5289,"7. 자기랑 잘어울리는 패션 스타일 알고, 상황에 맞춰서 옷 입는 사람. 굳이 고르자면 깔끔한 미니멀 스타일 좋아함. 명품을 들던 보세를 입던 상관없는데, 무신사 10대 순위권에 나올만한 브랜드 입는건 싫음(50대 아저씨 브랜드 드는것도 싫음) 나이대에 맞는 브랜드 선택하기",14-Mar,,1
5290,무신사 랭킹에 갑자기 등장한 분홍색 체크 니트,14-Mar,1,1
5291,"Replying to 
@coaebbo",14-Mar,,
5292,"아까 경청 틀어놓고 뿌꾸랑 전화하면서 니트베스트 찾앗는데. 찾앗다면서 이것보다 이게 이뿐디..~ 이러다가 갑자기 뿌꾸가 ""근데 이런 거 어떻게 찾아??"" 이럼... 그건 ... 그냥 무신사 들어가서 니트 베스트를 다 찾아봅니다",14-Mar,,
5293,"나 무신사 여자버전 말고 남자버전으로 들어가는데 옷은 ㅈㄴ 싼데 악세사리가 좀 괜찮으면 기본 4,50은 기본이내",14-Mar,,1
5294,,,,
5295,,13-Mar,,
5296,"220313 ebs경청 정원 상의 정보

마하그리드
STRIPED KNIT VEST
[IVORY]

공홈 : http://m.mahagrid.com/product/detail.html?product_no=3185&cate_no=63&display_group=1…

무신사 : https://store.musinsa.com/app/goods/2299816…

#ENHYPEN #JUNGWON",13-Mar,8,2
5297,포스타입이랑 무신사랑 너무 비슷하게생겨서 무신사들어감,13-Mar,,2
5298,"16. 2년 전, 홍대를 돌아다니다가 무신사 포토그래퍼에게 사진을 찍힌 적이 있다.",13-Mar,,2
5299,목요일애 큐브카페 갔다가 무신사 들렷다 와야겠음,13-Mar,,2
5300,이미 타투한거는 지울수가없으니까 타투부위 다 가리는 옷으로만 입고 ㅋㅋ 힙합그좆같은형들(ㅗ) 이랑 급 손절하고 셔츠에 슬랙스에 에코백들고다니면어떡함… 짝녀 적응안돼서 걍 하던대로해;; 이러는데 다음날에는 니트랑 뭐 밤새 무신사 뒤져가면서 찾은 패션 장착하고 나타날듯…ㅉ,13-Mar,,
5301,백남충돼서 대충 무신사모델하고싶다,13-Mar,51,49
5302,내 별명 언제부턴가 인간 무신사됨,13-Mar,,
5303,"무신사 써듀댐? 짭이라며,,,,",13-Mar,,3
5304,"Replying to 
@b_worldiwant",13-Mar,,2
5305,"애기 벨트 삿쪙!!!! 만원도 안듦♡ 
무지티 살라고 무신사 가입했더니 2시간 안에써야하는 쿠폰 잇길래 삿성 안그래도 사야했는데 싸게 사서 좋음~~ 무지티는 돈이 없어서 다음주쯤에 살까 싶어",13-Mar,1,
5306,일단 저 두분은 무신사 어플이 없을 것 아님,13-Mar,,2
5307,무신사 스탠다드 메인 사진을 드럽게 못찍어놓음..,13-Mar,,2
5308,"새벽에 그렸던 거
무신사 머드 아무리 그려봐도 각이 안 나와서ㅠ그냥 냅다 앉혀버렸다
전에 사진 뽑은 거 보고 그렸는데 조용할 때 좋아하는 사람 그리는 건 정말 너무너무 행복했어.....",13-Mar,13,39
5309,시발.. 내 스펙으로 무신사 후기 정렬했는데 왜 남자가 보이냐고,13-Mar,,4
5310,무신사 횐님들 완전 호구,13-Mar,,
5311,"220313 무신사 공식 인스타그램 

hoooooyeony도 다 무신사랑 해 
무신사와 정호연의 두 번째 만남
화사한 봄을 닮은 
그녀의 하루를 만나보세요

3/14(월) 오전 11시 
정호연의 episode 01로 
여러분을 찾아갈게요! 

#정호연 #JungHoYeon #무신사 #MUSINSA
https://instagram.com/reel/CbCjTqolqHY/?utm_medium=copy_link…",13-Mar,5,16
5312,"Replying to 
@rog_in_to_myong",13-Mar,,1
5313,무신사 VIP 박지훈일듯ㅋㅋㅋㅋㅋ,13-Mar,1,7
5314,이미 타투한거는 지울수가없으니까 타투부위 다 가리는 옷으로만 입고 ㅋㅋ 힙합그좆같은형들(ㅗ) 이랑 급 손절하고 셔츠에 슬랙스에 에코백들고다니면어떡함… 짝녀 적응안돼서 걍 하던대로해;; 이러는데 다음날에는 니트랑 뭐 밤새 무신사 뒤져가면서 찾은 패션 장착하고 나타날듯…ㅉ,13-Mar,,
5315,백남충돼서 대충 무신사모델하고싶다,13-Mar,51,
5316,무신사 VIP 박지훈일듯ㅋㅋㅋㅋㅋ,13-Mar,1,7
5317,"Replying to 
@backill4",13-Mar,,
5318,무신사 할인 오늘까진데 잠바 지금 사면 좀 늦나,13-Mar,,
5319,"헐~ 무신사 나도 모르는 쿠폰 있었네
아무래도 뭘 사라는 계시인거쥐",13-Mar,,1
5320,"Replying to 
@teme0q",13-Mar,,
5321,무신사 스탠다드 같아,13-Mar,,1
5322,"Replying to 
@Zxxxng",13-Mar,,
5323,"짱타지 좋아하는 수만가지 이유 중에 1나...
......
..
무신사 계정 같이 쓰면
다이아 등급 찍을 수 있을꺼 같아서...",13-Mar,,1
5324,"장바구니에 상품을 담아보세요. 쇼핑 계속하기! 이렇게 나오는데

    ㄴ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ박지훈 무신사 등급 다이아몬드지 ! ! ! ㅠ",13-Mar,,1
5325,"Replying to 
@luvX_nineteen",13-Mar,,
5326,아 옷사고 싶다! 하면서 무신사 갔다가 정보의 바다에 휩쓸려 뛰쳐나오기,13-Mar,,
5327,"hoooooyeony도 다 무신사랑 해

무신사와 정호연의 두 번째 만남
화사한 봄을 닮은
그녀의 하루를 만나보세요

3/14(월) 오전 11시
정호연의 episode 01로
여러분을 찾아갈게요! 

#무신사 #MUSINSA #호연이도무신사랑해",13-Mar,8,24
5328,이거 왜 무신사 검색 안 나와 나 급해...,13-Mar,,1
5329,무신사 스탠다드 드로즈 괜찮나요,13-Mar,,
5330,"韓国のファッションブランド무신사とKFCのコラボCM。
毎日、KFCの店の前に立ち続けるサンダースおじいさん達が会議で「70年間も同じ服を着続けている」ことについて議論してる所とか面白い
https://youtu.be/pefaaY-w38M",13-Mar,,5
5331,그냥 무신사켜,13-Mar,,
5332,"Replying to 
@jimin_thejimin
 @jmjms13
 and 
@universe_9611",13-Mar,,3
5333,,,,
5334,이거 왜 무신사 검색 안 나와 나 급해...,13-Mar,,1
5335,무신사 스탠다드 드로즈 괜찮나요,13-Mar,,
5336,,,,
5337,나 지금 무신사 장바구니에 넣어놓은게 33개나 달하는데..왤케 많을까..,13-Mar,,2
5338,"아 이게 모야ㅠ 왜 무신사 브랜드 스냅에 후니가
있어ㅠㅜㅠㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",13-Mar,,17
5339,"저 이거 걍 무신사 남자바진데
세미 와이드 히든 밴딩 슬랙스입니드
주머니도 깊고 후크도 두개라 넘 좋음ㅋㅋ
사이즈도 다양하니깐 한번 보세여~~",13-Mar,,38
5340,긍데 이준서 무신사 말고 우신사 받아쏘 ㅋㅋㅋㅋ,13-Mar,,9
5341,"Replying to 
@sibal_0l",13-Mar,,
5342,"Replying to 
@2toneninja_",13-Mar,,
5343,"무신사빡치는점
신발리뷰좀보려고해도 사람들이포인트땜에 다 전신사진만올랴둠",13-Mar,,1
5344,성훈이 무신사 베스트후기 올라오는남자 어울림,13-Mar,,1
5345,"무신사에서 산 건 반팔티밖에 없는데 
구입목록이 2건이나 더 있어서 뭐야..? 하고 
쥐잡듯이 찾은 결과. 
29cm에서 구매한 것들이었음
찾아보니 29cm랑 무신사 합병해서 무신사로 뜨는거였음",13-Mar,,
5346,저기 저 무신사 상자 춘삼이 놀던 상자자라는거에 500원과 새끼 손톱 1mm 건다,13-Mar,,
5347,아이비리그컷이나.. 장발을.. 한.. 남자들의... 무신사랭킹10위까지의.. 패션...,13-Mar,,3
5348,소누는 무신사 샤핑을 자주하는군아...,13-Mar,,2
5349,에이블리 무신사 스타일쉐어 알파카니트 무스탕 숏자켓 크롭셔츠 앙고라니트 입술여리넥니트 벌룬꽈배기니트 셔츠원피스 트렌치미니원피스 데일리,13-Mar,,
5350,"220310 엔어클락 정원 상의 정보

배드인배드
COLLEGE FONT HEAVY WEIGHT HOODIE_LIGHT GREY

공홈 : http://m.badinbad.com/product/college-font-heavy-weight-hoodielight-grey/631/category/44/display/1/…

무신사 : https://m.store.musinsa.com/app/goods/2091445…

#ENHYPEN #JUNGWON",13-Mar,9,5
5351,"정원 상의 터틀넥 정보

클리프
TURTLE NECK STRIPE TEE (GRAY)

공홈 : X

무신사(품절) : https://store.musinsa.com/app/goods/398085…

#ENHYPEN #JUNGWON",13-Mar,12,5
5352,,13-Mar,,
5353,"무신사에서 산 건 반팔티밖에 없는데 
구입목록이 2건이나 더 있어서 뭐야..? 하고 
쥐잡듯이 찾은 결과. 
29cm에서 구매한 것들이었음
찾아보니 29cm랑 무신사 합병해서 무신사로 뜨는거였음",13-Mar,,
5354,저기 저 무신사 상자 춘삼이 놀던 상자자라는거에 500원과 새끼 손톱 1mm 건다,13-Mar,,
5355,"무신사, 동해안 산불 진압과 피해 복구에 2억원 상당 의류 기부",12-Mar,3,2
5356,"(인기기사 리마인드 2022/2/24) 

최근 한남동에 무신사 스튜디오 2호점이 오픈했습니다. 무신사 스튜디오는 무신사가 신진 패션 브랜드를 키워내겠다며 만든 패션 특화 공유오피스입니다.",12-Mar,,
5357,안그래도 하얀 사람이 무신사 바이브로 블랙앤화이트 …에다가 선글라스… 에다가 사복… 주그라는거지 응응 ,12-Mar,,3
5358,대부분 무신사루 해결해여 스컬프터 어글리쉐도우 하이드 디네댓 미스치프 보통 일케 마니 사는듯뇨?? #훈녀생정,12-Mar,,7
5359,대신 릿킴 라룸 오도어 르헤르 킵인터치 시월107  올슨 매니모어 오픈잇히어 더베를린 그랩 오어유 쓰리컷 에이인 무신사 빼고요,12-Mar,1,5
5360,"진짜 무신사스탈인데 다름 암튼 민윤기는 다름
하여튼 완내스다 ",12-Mar,,
5361,"1st pic: 다미팀's 업데이트 x 무신사팀's 업데이트~ 

*) i mean yesterday they're at the same place.",12-Mar,1,21
5362,무신사 범위 외 지성패션 왤케 기엽냐…ㅠ,12-Mar,,
5363,"아이슈보는데실시간사복반응터진..
걍무신사남1같아서공감을못하겠늠
존나전국무신사스탠다드남62번째같음",12-Mar,,
5364,"내 패션 딱 2가지로 정리가능한디
직장인출근 아니면 무신사충급식이
끝.",12-Mar,,
5365,근데 정인이 진짜 무신사 모델 한번만 시켜주면 좋겠다 엄청 잘할거같은데,12-Mar,,
5366,무신사 범위 외 지성패션 왤케 기엽냐…ㅠ,12-Mar,,
5367,"아이슈보는데실시간사복반응터진..
걍무신사남1같아서공감을못하겠늠
존나전국무신사스탠다드남62번째같음",12-Mar,,
5368,치쀼 바탕화면에 무신사앱 깔려잇을거같음,12-Mar,,
5369,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 골든님 폴라 당첨 넘 축하드…
● 혹시 천러 생카 특전 프리뷰…
● 혹시 그 어제 무신사 라이브…
#질문상자 #익명질문모집중",12-Mar,,
5370,무신사모델,12-Mar,,3
5371,"Replying to 
@darong_ift",12-Mar,,
5372,아 아 무신사고등래퍼,12-Mar,,
5373,어제 pcr하러 세종대 앞에 갔는데 그냥 무신사 스냅이 걸어다니더라,12-Mar,,4
5374,"Replying to 
@philgan_1216",12-Mar,,
5375,소신을 밝히자면 굳이 블러셔 진하게 칠할 필요가 읍다고 생각함...내새끼들 하나같이 냉미남 재질인데 블러셔는 굳이..싶긴 함 유뎡이는 특히 주근깨 메이크업 하고 패션 화보 찍어도 상당히 괜찮을 거 같음 무신사 재질....,12-Mar,,1
5376,"트친분들 중에 무신사하시는 분 계신가요??
추천인 적으려 하는데 알려주세요!!",12-Mar,,
5377,무신사 ㄱ,12-Mar,,
5378,오오코 무신사 엽서 왔네요-,12-Mar,,4
5379,"무신사 가까이유니언즈 와이드스웨트팬츠 그레이!!!!!!! M사이즈 삼!!! 

 https://peing.net/ko/qs/1140519885…",12-Mar,,
5380,사이즈가 넉넉한 거 따지려면 차라리 그 어디냐… 무신사 스탠다드 남성코너( 근데 여긴 필연적으로 줄여야 함,12-Mar,,2
5381,"Replying to 
@universe_9611",12-Mar,,1
5382,희승군 다리 개긴거봐 걍 무신사모델임,12-Mar,244,560
5383,와 내 무신사 장바구니 존나 평같음,12-Mar,,6
5384,"대체 점마를 왜 스위치타저로 바꾸기까지 하면서 기회를 주는지 모르겠네
그냥 무신사 모델이나 하지",12-Mar,,
5385,"어.. 나 근데 생각해보니 오늘 딜레이 극장뷰까지 보고 오면 랠리님썰 실시간으로 못달리겠네(한국시간 오후 10시쯤 극장 딜레이뷰 시작). 쌤들 우리 하숙집무신사체크남, 우트케 잘 부탁합니다",12-Mar,,26
5386,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 골든님 폴라 당첨 넘 축하드…
● 혹시 천러 생카 특전 프리뷰…
● 혹시 그 어제 무신사 라이브…
#질문상자 #익명질문모집중",12-Mar,,
5387,,,,
5388,희승군 다리 개긴거봐 걍 무신사모델임,12-Mar,244,560
5389,와 내 무신사 장바구니 존나 평같음,12-Mar,,6
5390,"대체 점마를 왜 스위치타저로 바꾸기까지 하면서 기회를 주는지 모르겠네
그냥 무신사 모델이나 하지",12-Mar,,
5391,"어.. 나 근데 생각해보니 오늘 딜레이 극장뷰까지 보고 오면 랠리님썰 실시간으로 못달리겠네(한국시간 오후 10시쯤 극장 딜레이뷰 시작). 쌤들 우리 하숙집무신사체크남, 우트케 잘 부탁합니다",12-Mar,,26
5392,무신사 모델 과연,12-Mar,,
5393,나 2월17일에 주문한 무신사 스탠다드 아직도 안왔는데 무슨 일이냐 내가 이렇게까지 기다릴만한 가치가 있는 옷이라는 생각이 안드는데,12-Mar,,
5394,무신사 스탠다드 블레이저 사 보신 분 …? 원래 보풀이 많나요 ..? 방금 배송 온건데 …,12-Mar,,
5395,KIM DAMI X YOO AHIN CRUMBS ㅋㅋㅋㅋㅋㅋㅋㅋㅋ. 무신사 사랑해용!!,12-Mar,3,27
5396,"Replying to 
@eddy_wooshik",12-Mar,,2
5397,나 또 킹받네 무신사맨이 아크네를........ (그만 하세요,12-Mar,,1
5398,"무신사 스탠다드(MUSINSA STANDARD) 유틸리티 쇼츠 [그린] - 23,900 | 무신사 스토어",12-Mar,,
5399,무신사 서프라이즈 쿠폰 머냐.. 언제 줬냐.. 응응 써버려야지요,12-Mar,,1
5400,"Replying to 
@MianSasilGuraim",12-Mar,,
5401,"옆에 손님 뭔가 나이키 사는 듯
미용사에게 무신사 어플 추천 받는다",12-Mar,,
